slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
dwellir-shiden-free-archive,!provider:dwellir-free-full-archive,,,,,,,shiden,,,,,,,,,,,,,,,,,,
dwellir-shiden-pay-as-you-go-archive,!provider:dwellir-pay-as-you-go-full-archive,,,,,,,shiden,,,,,,,,,,,,,,,,,,
envio-astar-dedicated-indexer,!provider:envio-dedicated-indexer,"[""[Contact](https://discord.com/invite/envio)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/astar-zkevm)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
envio-astar-free-indexer,!provider:envio-free-indexer,"[""[Website](https://envio.dev/)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/astar-zkevm)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
envio-astar-pay-as-you-go-indexer,!provider:envio-pay-as-you-go-indexer,"[""[Buy](https://envio.dev/pricing)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/astar-zkyoto)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
goldrush-astar-enterprise-indexer,!provider:goldrush-enterprise-indexer,"[""[Contact](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/astar#astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
goldrush-astar-free-indexer,!provider:goldrush-free-indexer,"[""[Website](https://goldrush.dev/)"",""[Docs](https://goldrush.dev/docs/chains/astar#astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
goldrush-astar-pay-as-you-go-indexer,!provider:goldrush-pay-as-you-go-indexer,"[""[Buy](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/astar#astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
goldrush-shibuya-enterprise-indexer,!provider:goldrush-enterprise-indexer,"[""[Contact](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/shibuya#shibuya-testnet)""]",,,,,,shibuya,,,,,,,,,,,,,,,,,,
goldrush-shibuya-free-indexer,!provider:goldrush-free-indexer,"[""[Website](https://goldrush.dev/)"",""[Docs](https://goldrush.dev/docs/chains/shibuya#shibuya-testnet)""]",,,,,,shibuya,,,,,,,,,,,,,,,,,,
goldrush-shibuya-pay-as-you-go-indexer,!provider:goldrush-pay-as-you-go-indexer,"[""[Buy](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/shibuya#shibuya-testnet)""]",,,,,,shibuya,,,,,,,,,,,,,,,,,,
goldsky-astar-enterprise-indexer,!provider:goldsky-enterprise-indexer,"[""[Contact](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/chains/supported-networks)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
goldsky-astar-free-indexer,!provider:goldsky-free-indexer,"[""[Deploy](https://app.goldsky.com/)"",""[Docs](https://docs.goldsky.com/chains/supported-networks)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
goldsky-astar-pay-as-you-go-indexer,!provider:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/chains/supported-networks)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
indexing-co-astar-enterprise-indexer,!provider:indexing-co-enterprise-indexer,"[""[Docs](https://docs.indexing.co/networks/astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
indexing-co-astar-free-indexer,!provider:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
indexing-co-astar-pay-as-you-go-indexer,!provider:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
mobula-astar-enterprise-indexer,!provider:mobula-enterprise-indexer,"[""[Contact](https://t.me/mobuladevelopers?start=Enterprise)"",""[Docs](https://docs.mobula.io/blockchains/astar#astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
mobula-astar-free-indexer,!provider:mobula-free-indexer,"[""[Website](https://mobula.io/)"",""[Docs](https://docs.mobula.io/blockchains/astar#astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
mobula-astar-pay-as-you-go-indexer,!provider:mobula-pay-as-you-go-indexer,"[""[Buy](https://docs.mobula.io/pricing)"",""[Docs](https://docs.mobula.io/blockchains/astar#astar)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-dedicated-full-archive,!provider:onfinality-dedicated-full-archive,,,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-dedicated-collator,!provider:onfinality-dedicated-collator,,,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-dedicated-trace,!provider:onfinality-dedicated-trace,,,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-enterprise-full-archive,!provider:onfinality-enterprise-full-archive,,,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-developer-full-archive,!provider:onfinality-developer-full-archive,,,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-growth-full-archive,!provider:onfinality-growth-full-archive,,,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-accelerate-full-archive,!provider:onfinality-accelerate-full-archive,,,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-partner-plan-indexer,!provider:onfinality-partner-plan-indexer,"[""[Contact](https://indexing.onfinality.io/pricing)"",""[Docs](https://documentation.onfinality.io/support/pricing)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-free-plan-indexer,!provider:onfinality-free-plan-indexer,"[""[Website](https://onfinality.io/en/networks/astar)"",""[Docs](https://documentation.onfinality.io/support/)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
onfinality-astar-standard-plan-indexer,!provider:onfinality-standard-plan-indexer,"[""[Buy](https://indexing.onfinality.io/pricing)"",""[Docs](https://documentation.onfinality.io/support/pricing)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
radiumblock-astar-enterprise,!provider:radiumblock-enterprise-recent-state,,,,,,,astar,,,,,,,,,,,,,,,,,,
radiumblock-astar-free,!provider:radiumblock-free-recent-state,,,,,,,astar,,,,,,,,,,,,,,,,,,
radiumblock-astar-pay-as-you-go,!provider:radiumblock-pay-as-you-go-recent-state,,,,,,,astar,,,,,,,,,,,,,,,,,,
radiumblock-shiden-enterprise,!provider:radiumblock-enterprise-recent-state,,,,,,,shiden,,,,,,,,,,,,,,,,,,
sqd-astar-free-indexer,!provider:sqd-free-indexer,"[""[Deploy](https://www.sqd.ai/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/?ph_cross_site=019976bd-8b2b-7de3-bb63-3565d79c7df2)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
sqd-astar-pay-as-you-go-indexer,!provider:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/?ph_cross_site=019976bd-8b2b-7de3-bb63-3565d79c7df2)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
subquery-astar-pay-as-you-go-indexer,!provider:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/node_operators/rewards.html#pricing-strategy)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/polkadot-astar.html#astar-wasm-quick-start)""]",,,,,,astar,,,,,,,,,,,,,,,,,,
thirdweb-astar-dedicated,!provider:thirdweb-dedicated-recent-state,,,,,,,astar,,,,,,,,,,,,,,,,,,
thirdweb-astar-enterprise,!provider:thirdweb-enterprise-recent-state,,,,,,,astar,,,,,,,,,,,,,,,,,,
thirdweb-astar-free,!provider:thirdweb-free-recent-state,,,,,,,astar,,,,,,,,,,,,,,,,,,
thirdweb-astar-pay-as-you-go,!provider:thirdweb-pay-as-you-go-recent-state,,,,,,,astar,,,,,,,,,,,,,,,,,,
thirdweb-shiden-dedicated,!provider:thirdweb-dedicated-recent-state,,,,,,,shiden,,,,,,,,,,,,,,,,,,
thirdweb-shiden-enterprise,!provider:thirdweb-enterprise-recent-state,,,,,,,shiden,,,,,,,,,,,,,,,,,,
thirdweb-shiden-free,!provider:thirdweb-free-recent-state,,,,,,,shiden,,,,,,,,,,,,,,,,,,
thirdweb-shiden-pay-as-you-go,!provider:thirdweb-pay-as-you-go-recent-state,,,,,,,shiden,,,,,,,,,,,,,,,,,,
