slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
chainstack-mainnet-free-indexer,!provider:chainstack-free-indexer,"[""[Website](https://chainstack.com/build-better-with-base/)"",""[Docs](https://docs.chainstack.com/reference/base-api-reference#getting-started-base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-pay-as-you-go-indexer,!provider:chainstack-pay-as-you-go-indexer,"[""[Buy](https://chainstack.com/pricing/#subgraph)"",""[Docs](https://docs.chainstack.com/reference/base-api-reference#getting-started-base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-enterprise-indexer,!provider:chainstack-enterprise-indexer,"[""[Contact](https://console.chainstack.com/user/account#signup?plan=enterprise)"",""[Docs](https://docs.chainstack.com/reference/base-api-reference#getting-started-base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-free-indexer,!provider:chainstack-free-indexer,"[""[Website](https://chainstack.com/build-better-with-base/)"",""[Docs](https://docs.chainstack.com/reference/base-api-reference#getting-started-base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-pay-as-you-go-indexer,!provider:chainstack-pay-as-you-go-indexer,"[""[Buy](https://chainstack.com/pricing/#subgraph)"",""[Docs](https://docs.chainstack.com/reference/base-api-reference#getting-started-base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
dipdup-mainnet-enterprise-indexer,!provider:dipdup-enterprise-indexer,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs/supported-networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
dipdup-mainnet-free-indexer,!provider:dipdup-free-indexer,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs/supported-networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
dipdup-testnet-enterprise-indexer,!provider:dipdup-enterprise-indexer,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs/supported-networks/base#base-sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
dipdup-testnet-free-indexer,!provider:dipdup-free-indexer,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs/supported-networks/base#base-sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
envio-mainnet-dedicated-indexer,!provider:envio-dedicated-indexer,"[""[Contact](https://discord.com/invite/envio)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
envio-mainnet-free-indexer,!provider:envio-free-indexer,"[""[Website](https://envio.dev/)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
envio-mainnet-pay-as-you-go-indexer,!provider:envio-pay-as-you-go-indexer,"[""[Buy](https://envio.dev/pricing)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
envio-testnet-dedicated-indexer,!provider:envio-dedicated-indexer,"[""[Buy](https://discord.com/invite/envio)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/base-sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
envio-testnet-free-indexer,!provider:envio-free-indexer,"[""[Website](https://envio.dev/)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/base-sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
envio-testnet-pay-as-you-go-indexer,!provider:envio-pay-as-you-go-indexer,"[""[Buy](https://envio.dev/pricing)"",""[Docs](https://docs.envio.dev/docs/HyperIndex/base-sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
ghostgraph-mainnet-enterprise-indexer,!provider:ghostgraph-enterprise-indexer,"[""[Contact](https://app.ghostlogs.xyz)"",""[Docs](https://docs.tryghost.xyz/ghostgraph/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
ghostgraph-mainnet-free-indexer,!provider:ghostgraph-free-indexer,"[""[Docs](https://docs.tryghost.xyz/ghostgraph/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
ghostgraph-mainnet-pay-as-you-go-indexer,!provider:ghostgraph-pay-as-you-go-indexer,"[""[Buy](https://app.ghostlogs.xyz)"",""[Docs](https://docs.tryghost.xyz/ghostgraph/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
ghostgraph-testnet-free-indexer,!provider:ghostgraph-free-indexer,"[""[Docs](https://docs.tryghost.xyz/ghostgraph/overview/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldrush-mainnet-enterprise-indexer,!provider:goldrush-enterprise-indexer,"[""[Contact](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/base#base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldrush-mainnet-free-indexer,!provider:goldrush-free-indexer,"[""[Website](https://goldrush.dev/chains/base/)"",""[Docs](https://goldrush.dev/docs/chains/base#base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldrush-mainnet-pay-as-you-go-indexer,!provider:goldrush-pay-as-you-go-indexer,"[""[Buy](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/base#base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldrush-testnet-enterprise-indexer,!provider:goldrush-enterprise-indexer,"[""[Contact](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/base#base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldrush-testnet-free-indexer,!provider:goldrush-free-indexer,"[""[Website](https://goldrush.dev/chains/base/)"",""[Docs](https://goldrush.dev/docs/chains/base#base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldrush-testnet-pay-as-you-go-indexer,!provider:goldrush-pay-as-you-go-indexer,"[""[Buy](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/base#base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldsky-mainnet-enterprise-indexer,!provider:goldsky-enterprise-indexer,"[""[Contact](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/mirror/guides/token-transfers/stablecoin-addresses#base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldsky-mainnet-free-indexer,!provider:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/base)"",""[Docs](https://docs.goldsky.com/subgraphs/introduction)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldsky-mainnet-pay-as-you-go-indexer,!provider:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/mirror/guides/token-transfers/stablecoin-addresses#base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldsky-testnet-enterprise-indexer,!provider:goldsky-enterprise-indexer,"[""[Contact](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/mirror/guides/token-transfers/stablecoin-addresses#base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldsky-testnet-free-indexer,!provider:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/base)"",""[Docs](https://docs.goldsky.com/subgraphs/introduction)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldsky-testnet-pay-as-you-go-indexer,!provider:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/mirror/guides/token-transfers/stablecoin-addresses#base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-enterprise-indexer,!provider:indexing-co-enterprise-indexer,"[""[Docs](https://docs.indexing.co/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-free-indexer,!provider:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-pay-as-you-go-indexer,!provider:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
indexing-co-testnet-enterprise-indexer,!provider:indexing-co-enterprise-indexer,"[""[Docs](https://docs.indexing.co/networks/base_sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
indexing-co-testnet-free-indexer,!provider:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/base_sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
indexing-co-testnet-pay-as-you-go-indexer,!provider:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/base_sepolia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
llamanodes-free-recent-state-mainnet,LlamaNodes,"[""[Website](https://llamarpc.com/base)""]",,Free,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""Low latency"",""Advanced monitoring tools"",""Archived data access"",""Multi-chain support"",""Privacy-conscious access""]",,"[""MEV protection"",""Fast transaction execution with MEV shielding"",""Privacy-focused design""]","[""Advanced monitoring""]","[""Global""]",,
meowrpc-free-recent-state-mainnet,MeowRPC,"[""[Website](https://meowrpc.com/)""]",,Free,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""Blockchain data queries"",""Transaction submission"",""Smart contract calls"",""Event log retrieval""]",,"[""MEV protection"",""Customizable key settings like Allowed Domains"",""Rate limits""]","[""Tracking network indicators"",""File/process anomalies""]","[""Asia Pacific South"",""South America East"",""US West""]",,
mobula-mainnet-enterprise-indexer,!provider:mobula-enterprise-indexer,"[""[Contact](https://t.me/mobuladevelopers?start=Enterprise)"",""[Docs](https://docs.mobula.io/blockchains/base#base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
mobula-mainnet-free-indexer,!provider:mobula-free-indexer,"[""[Website](https://mobula.io/)"",""[Docs](https://docs.mobula.io/blockchains/base#base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
mobula-mainnet-pay-as-you-go-indexer,!provider:mobula-pay-as-you-go-indexer,"[""[Buy](https://docs.mobula.io/pricing)"",""[Docs](https://docs.mobula.io/blockchains/base#base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
nodies-enterprise-recent-state-mainnet,Nodies,"[""[Contact](https://www.nodies.app/contact-us)"",""[Docs](https://docs.nodies.app/overview/supported-blockchains)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,99.90%,,,,FALSE,FALSE,,"[""No rate limit""]","[""Secure team collaboration and access management"",""Smart traffic routing across regions""]","[""Tracking live performance metrics""]","[""Global""]",,
nodies-enterprise-recent-state-testnet,Nodies,"[""[Contact](https://www.nodies.app/contact-us)"",""[Docs](https://docs.nodies.app/overview/supported-blockchains)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,testnet,Custom,Custom,NULL,NULL,NULL,99.90%,,,,FALSE,FALSE,,"[""No rate limit""]","[""Secure team collaboration and access management"",""Smart traffic routing across regions""]","[""Tracking live performance metrics""]","[""Global""]",,
nodies-free-recent-state-mainnet,Nodies,"[""[Website](https://www.nodies.app/)"",""[Docs](https://docs.nodies.app/overview/supported-blockchains)""]",,Free,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,99.90%,,,,FALSE,FALSE,"[""Multi-chain support""]","[""4M req/mo"",""low rate-limit""]","[""Secure team collaboration and access management"",""Smart traffic routing across regions""]","[""Tracking live performance metrics""]","[""Global""]",,
nodies-free-recent-state-testnet,Nodies,"[""[Website](https://www.nodies.app/)"",""[Docs](https://docs.nodies.app/overview/supported-blockchains)""]",,Free,Pruned,RPC,EVM JSON-RPC,testnet,$0,$0,NULL,NULL,NULL,99.90%,,,,FALSE,FALSE,,"[""4M req/mo"",""low rate-limit""]","[""Secure team collaboration and access management"",""Smart traffic routing across regions""]","[""Tracking live performance metrics""]","[""Global""]",,
nodies-pay-as-you-go-recent-state-mainnet,Nodies,"[""[Buy](https://www.nodies.app/pricing)"",""[Docs](https://docs.nodies.app/overview/supported-blockchains)""]",,Pay-as-you-go,Pruned,RPC,EVM JSON-RPC,mainnet,$50/$200,$0.0000075/$0.000005 per excess request,NULL,NULL,NULL,99.90%,,,,FALSE,FALSE,,"[""10M/50M req/mo"",""higher rate limit""]","[""Secure team collaboration and access management"",""Smart traffic routing across regions""]","[""Tracking live performance metrics""]","[""Global""]",,
nodies-pay-as-you-go-recent-state-testnet,Nodies,"[""[Buy](https://www.nodies.app/pricing)"",""[Docs](https://docs.nodies.app/overview/supported-blockchains)""]",,Pay-as-you-go,Pruned,RPC,EVM JSON-RPC,testnet,$50/$200,$0.0000075/$0.000005 per excess request,NULL,NULL,NULL,99.90%,,,,FALSE,FALSE,,"[""10M/50M req/mo"",""higher rate limit""]","[""Secure team collaboration and access management"",""Smart traffic routing across regions""]","[""Tracking live performance metrics""]","[""Global""]",,
nownodes-mainnet-dedicated-recent-state,!provider:nownodes-dedicated-recent-state,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://base.nownodes.io)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
nownodes-mainnet-enterprise-recent-state,!provider:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://base.nownodes.io)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
nownodes-mainnet-free-recent-state,!provider:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/basechain-base)"",""[Docs](https://base.nownodes.io)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
nownodes-mainnet-pro-recent-state,!provider:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://base.nownodes.io)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
nownodes-mainnet-business-recent-state,!provider:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://base.nownodes.io)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
nownodes-mainnet-custom-recent-state,!provider:nownodes-custom-recent-state,"[""[Contact](https://nownodes.io/pricing)"",""[Docs](https://base.nownodes.io)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-enterprise-full-archive,!provider:onfinality-enterprise-full-archive,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-developer-full-archive,!provider:onfinality-developer-full-archive,"[""[Website](https://onfinality.io/en/networks/base)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-growth-full-archive,!provider:onfinality-growth-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-accelerate-full-archive,!provider:onfinality-accelerate-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-enterprise-full-archive,!provider:onfinality-enterprise-full-archive,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-developer-full-archive,!provider:onfinality-developer-full-archive,"[""[Website](https://onfinality.io/en/networks/base)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-growth-full-archive,!provider:onfinality-growth-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-accelerate-full-archive,!provider:onfinality-accelerate-full-archive,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-enterprise-trace,!provider:onfinality-enterprise-trace,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-growth-trace,!provider:onfinality-growth-trace,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-accelerate-trace,!provider:onfinality-accelerate-trace,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-enterprise-trace,!provider:onfinality-enterprise-trace,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-growth-trace,!provider:onfinality-growth-trace,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-accelerate-trace,!provider:onfinality-accelerate-trace,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://onfinality.io/en/networks/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-partner-plan-indexer,!provider:onfinality-partner-plan-indexer,"[""[Contact](https://indexing.onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-free-plan-indexer,!provider:onfinality-free-plan-indexer,"[""[Website](https://onfinality.io/en/networks/base)"",""[Docs](https://documentation.onfinality.io/support/base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-mainnet-standard-plan-indexer,!provider:onfinality-standard-plan-indexer,"[""[Buy](https://indexing.onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/pricing)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-partner-plan-indexer,!provider:onfinality-partner-plan-indexer,"[""[Contact](https://indexing.onfinality.io/login)"",""[Docs](https://documentation.onfinality.io/support/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-free-plan-indexer,!provider:onfinality-free-plan-indexer,"[""[Website](https://onfinality.io/en/networks/base)"",""[Docs](https://documentation.onfinality.io/support/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
onfinality-testnet-standard-plan-indexer,!provider:onfinality-standard-plan-indexer,"[""[Buy](https://indexing.onfinality.io/login)"",""[Docs](https://documentation.onfinality.io/support/base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
ormi-mainnet-enterprise-indexer,!provider:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/data-apis/overview#supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
ormi-mainnet-free-indexer,!provider:ormi-free-indexer,"[""[Website](https://ormilabs.com/chain-list/base/)"",""[Docs](https://docs.ormilabs.com/data-apis/overview#supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
ormi-mainnet-pay-as-you-go-indexer,!provider:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing)"",""[Docs](https://docs.ormilabs.com/data-apis/overview#supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
ormi-testnet-enterprise-indexer,!provider:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/data-apis/overview#supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
ormi-testnet-free-indexer,!provider:ormi-free-indexer,"[""[Website](https://ormilabs.com/chain-list/base/)"",""[Docs](https://docs.ormilabs.com/data-apis/overview#supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
ormi-testnet-pay-as-you-go-indexer,!provider:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing)"",""[Docs](https://docs.ormilabs.com/data-apis/overview#supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
publicnode-mainnet-public-recent-state,!provider:publicnode-public-recent-state,"[""[Docs](https://base.publicnode.com/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
publicnode-testnet-public-recent-state,!provider:publicnode-public-recent-state,"[""[Docs](https://base.publicnode.com/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
sqd-mainnet-free-indexer,!provider:sqd-free-indexer,"[""[Website](https://www.sqd.ai/network)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/?ph_cross_site=019976bd-8b2b-7de3-bb63-3565d79c7df2)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
sqd-mainnet-pay-as-you-go-indexer,!provider:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/#pay-as-you-go-prices)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/?ph_cross_site=019976bd-8b2b-7de3-bb63-3565d79c7df2)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
